DATA;DIA_DA_SEMANA;FERIADO;TIPO_FERIADO;DETALHES
2017-09-18;Segunda-feira;Constitution Day and Citizenship Day observed;Observance;
2017-09-20;Quarta-feira;Navratri;Hindu Holiday;
2017-09-21;Quinta-feira;Rosh Hashana;Jewish holiday;
2017-09-21;Quinta-feira;International Day of Peace;United Nations observance;
2017-09-22;Sexta-feira;Muharram;Muslim;
2017-09-22;Sexta-feira;September Equinox;Season;
2017-09-23;Sábado;International Celebrate Bisexuality Day;Worldwide observance de 2017;
2017-09-23;Sábado;National Public Lands Day;Observance;
2017-09-24;Domingo;Gold Star Mother's Day;Observance;
2017-09-26;Terça-feira;International Day for the Total Elimination of Nuclear Weapons;United Nations observance;
2017-09-27;Quarta-feira;World Tourism Day;United Nations observance;
2017-09-28;Quinta-feira;World Maritime Day;United Nations observance;
2017-09-28;Quinta-feira;World Rabies Day;Worldwide observance de 2017;
2017-09-29;Sexta-feira;World Heart Day;Worldwide observance de 2017;
2017-09-30;Sábado;Dussehra;Hindu Holiday;
2017-09-30;Sábado;Yom Kippur;Jewish holiday;
2017-09-30;Sábado;International Translation Day;United Nations observance;
2017-10-01;Domingo;Ashura;Muslim;
2017-10-01;Domingo;International Day of Older Persons de 2017;United Nations observance;
2017-10-01;Domingo;World Vegetarian Day;Worldwide observance de 2017;
2017-10-02;Segunda-feira;World Habitat Day;United Nations observance;
2017-10-02;Segunda-feira;International Day of Non-Violence;United Nations observance;
2017-10-02;Segunda-feira;Child Health Day;Observance;
2017-10-04;Quarta-feira;Feast of St Francis of Assisi;Christian;
2017-10-05;Quinta-feira;First Day of Sukkot;Jewish holiday;
2017-10-05;Quinta-feira;World Teachers' Day;United Nations observance;
2017-10-06;Sexta-feira;World Cerebral Palsy Day;Worldwide observance de 2017;
2017-10-06;Sexta-feira;German American Day;Observance;
2017-10-08;Domingo;Chicago Marathon;Sporting event;
2017-10-09;Segunda-feira;World Post Day;United Nations observance;
2017-10-09;Segunda-feira;Leif Erikson Day;Observance;
2017-10-09;Segunda-feira;Columbus Day;Federal Holiday de 2017;
2017-10-10;Terça-feira;World Mental Health Day;United Nations observance;
2017-10-11;Quarta-feira;Last Day of Sukkot;Jewish holiday;
2017-10-11;Quarta-feira;International Day for Natural Disaster Reduction;United Nations observance;
2017-10-11;Quarta-feira;International Day of the Girl Child;United Nations observance;
2017-10-12;Quinta-feira;Shmini Atzeret;Jewish holiday;
2017-10-12;Quinta-feira;World Spanish Language Day;United Nations observance;
2017-10-12;Quinta-feira;World Sight Day;Worldwide observance de 2017;
2017-10-13;Sexta-feira;Simchat Torah;Jewish holiday;
2017-10-13;Sexta-feira;Friday the 13th;Worldwide observance de 2017;
2017-10-13;Sexta-feira;Navy Birthday;Observance;
2017-10-15;Domingo;International Day of Rural Women;United Nations observance;
2017-10-15;Domingo;White Cane Safety Day;Observance;
2017-10-16;Segunda-feira;World Food Day;United Nations observance;
2017-10-16;Segunda-feira;Boss's Day;Observance;
2017-10-17;Terça-feira;International Day for the Eradication of Poverty;United Nations observance;
2017-10-18;Quarta-feira;Diwali/Deepavali;Hindu Holiday;
2017-10-24;Terça-feira;United Nations Day;United Nations observance;
2017-10-24;Terça-feira;World Development Information Day;United Nations observance;
2017-10-27;Sexta-feira;World Day for Audiovisual Heritage;United Nations observance;
2017-10-29;Domingo;World Stroke Day;Worldwide observance de 2017;
2017-10-31;Terça-feira;World Cities Day;United Nations observance;
2017-10-31;Terça-feira;Halloween;Observance;
2017-11-01;Quarta-feira;All Saints' Day;Christian;
2017-11-01;Quarta-feira;World Vegan Day;Worldwide observance de 2017;
2017-11-01;Quarta-feira;First Day of Native American Heritage Month;Annual Monthly Observance;
2017-11-02;Quinta-feira;All Souls' Day;Christian;
2017-11-02;Quinta-feira;International Day to End Impunity for Crimes against Journalists;United Nations observance;
2017-11-05;Domingo;World Tsunami Awareness Day;United Nations observance;
2017-11-05;Domingo;New York City Marathon;Sporting event;
2017-11-05;Domingo;Daylight Saving Time ends;Clock change/Daylight Saving Time;
2017-11-06;Segunda-feira;International Day for Preventing the Exploitation of the Environment in War and Armed Conflict;United Nations observance;
2017-11-07;Terça-feira;Election Day;Observance;
2017-11-10;Sexta-feira;World Science Day for Peace and Development;United Nations observance;
2017-11-10;Sexta-feira;Marine Corps Birthday;Observance;
2017-11-10;Sexta-feira;Veterans Day (substitute);Federal Holiday de 2017;
2017-11-11;Sábado;Veterans Day;Federal Holiday de 2017;
2017-11-12;Domingo;World Pneumonia Day;Worldwide observance de 2017;
2017-11-14;Terça-feira;World Diabetes Day;United Nations observance;
2017-11-16;Quinta-feira;International Day for Tolerance;United Nations observance;
2017-11-16;Quinta-feira;World Philosophy Day;United Nations observance;
2017-11-17;Sexta-feira;World Prematurity Day;Worldwide observance de 2017;
2017-11-19;Domingo;World Day of Remembrance for Road Traffic Victims;United Nations observance;
2017-11-19;Domingo;World Toilet Day;United Nations observance;
2017-11-19;Domingo;International Men's Day;Worldwide observance de 2017;
2017-11-20;Segunda-feira;Universal Children's Day;United Nations observance;
2017-11-20;Segunda-feira;Africa Industrialization Day;United Nations observance;
2017-11-21;Terça-feira;World Television Day;United Nations observance;
2017-11-23;Quinta-feira;Thanksgiving Day;Federal Holiday de 2017;
2017-11-24;Sexta-feira;Black Friday;Observance;
2017-11-24;Sexta-feira;Native American Heritage Day;Observance;
2017-11-25;Sábado;International Day for the Elimination of Violence against Women;United Nations observance;
2017-11-27;Segunda-feira;Cyber Monday;Observance;
2017-11-28;Terça-feira;Giving Tuesday;Observance;
2017-11-29;Quarta-feira;International Day of Solidarity with the Palestinian People;United Nations observance;
2017-11-30;Quinta-feira;Day of Remembrance for all Victims of Chemical Warfare;United Nations observance;
2017-12-01;Sexta-feira;The Prophet's Birthday;Muslim;
2017-12-01;Sexta-feira;World AIDS Day;United Nations observance;
2017-12-02;Sábado;International Day for the Abolition of Slavery;United Nations observance;
2017-12-03;Domingo;First Sunday of Advent;Christian;
2017-12-03;Domingo;International Day of Persons with Disabilities;United Nations observance;
2017-12-05;Terça-feira;International Volunteer Day for Economic and Social Development;United Nations observance;
2017-12-05;Terça-feira;World Soil Day;United Nations observance;
2017-12-06;Quarta-feira;St Nicholas Day;Observance;
2017-12-07;Quinta-feira;International Civil Aviation Day;United Nations observance;
2017-12-07;Quinta-feira;Pearl Harbor Remembrance Day;Observance;
2017-12-08;Sexta-feira;Feast of the Immaculate Conception;Christian;
2017-12-09;Sábado;International Anti-Corruption Day;United Nations observance;
2017-12-09;Sábado;World Genocide Commemoration Day de 2017;United Nations observance;
2017-12-10;Domingo;Human Rights Day;United Nations observance;
2017-12-11;Segunda-feira;International Mountain Day;United Nations observance;
2017-12-12;Terça-feira;International Day of Neutrality;United Nations observance;
2017-12-12;Terça-feira;Feast of Our Lady of Guadalupe;Christian;
2017-12-13;Quarta-feira;Chanukah/Hanukkah (first day);Jewish holiday;
2017-12-13;Quarta-feira;National Guard Birthday;Observance;
2017-12-15;Sexta-feira;Bill of Rights Day;Observance;
2017-12-17;Domingo;Pan American Aviation Day;Observance;
2017-12-17;Domingo;Wright Brothers Day;Observance;
2017-12-18;Segunda-feira;International Migrants Day;United Nations observance;
2017-12-18;Segunda-feira;Arabic Language Day;United Nations observance;
2017-12-20;Quarta-feira;Last Day of Chanukah;Jewish holiday;
2017-12-20;Quarta-feira;International Human Solidarity Day;United Nations observance;
2017-12-21;Quinta-feira;December Solstice;Season;
2017-12-24;Domingo;Christmas Eve;Observance, Christian;
2017-12-25;Segunda-feira;Christmas Day;Federal Holiday de 2017;
2017-12-26;Terça-feira;Kwanzaa (first day);Observance;
2017-12-28;Quinta-feira;Asarah B'Tevet;Jewish holiday;
2017-12-31;Domingo;New Year's Eve;Observance;
2018-01-01;Segunda-feira;New Year's Day;Federal Holiday de 2018;
2018-01-04;Quinta-feira;World Braille Day;Worldwide observance de 2018;
2018-01-06;Sábado;Epiphany;Christian;
2018-01-07;Domingo;Orthodox Christmas Day;Orthodox;
2018-01-07;Domingo;International Programmers' Day;Worldwide observance de 2018;
2018-01-13;Sábado;Stephen Foster Memorial Day;Observance;
2018-01-14;Domingo;Orthodox New Year;Orthodox;
2018-01-15;Segunda-feira;Martin Luther King Jr. Day;Federal Holiday de 2018;
2018-01-21;Domingo;World Religion Day;Worldwide observance de 2018;
2018-01-26;Sexta-feira;International Customs Day;Worldwide observance de 2018;
2018-01-27;Sábado;International Day of Commemoration in Memory of the Victims of the Holocaust;United Nations observance;
2018-01-28;Domingo;World Leprosy Day;Worldwide observance de 2018;
2018-01-31;Quarta-feira;Tu Bishvat/Tu B'Shevat;Jewish holiday;
2018-02-01;Quinta-feira;National Freedom Day;Observance;
2018-02-01;Quinta-feira;First Day of Black History Month;Annual Monthly Observance;
2018-02-02;Sexta-feira;World Wetlands Day;Worldwide observance de 2018;
2018-02-02;Sexta-feira;Groundhog Day;Observance;
2018-02-02;Sexta-feira;National Wear Red Day;Observance;
2018-02-04;Domingo;World Cancer Day;Worldwide observance de 2018;
2018-02-04;Domingo;Super Bowl;Sporting event;
2018-02-06;Terça-feira;International Day of Zero Tolerance for Female Genital Mutilation;United Nations observance;
2018-02-07;Quarta-feira;National Girls and Women in Sports Day;Observance;
2018-02-11;Domingo;International Day of Women and Girls in Science;United Nations observance;
2018-02-11;Domingo;World Day of the Sick;Worldwide observance de 2018;
2018-02-13;Terça-feira;Maha Shivaratri;Hindu Holiday;
2018-02-13;Terça-feira;World Radio Day;United Nations observance;
2018-02-13;Terça-feira;Shrove Tuesday/Mardi Gras;Observance, Christian;
2018-02-14;Quarta-feira;Ash Wednesday;Christian;
2018-02-14;Quarta-feira;Valentine's Day;Observance;
2018-02-16;Sexta-feira;Lunar New Year;Observance;
2018-02-19;Segunda-feira;Presidents' Day de 2018;Federal Holiday de 2018;
2018-02-20;Terça-feira;World Day of Social Justice;United Nations observance;
2018-02-21;Quarta-feira;International Mother Language Day;United Nations observance;
2018-03-01;Quinta-feira;Purim;Jewish holiday;
2018-03-01;Quinta-feira;Zero Discrimination Day;United Nations observance;
2018-03-01;Quinta-feira;Self-Injury Awareness Day;Worldwide observance de 2018;
2018-03-01;Quinta-feira;St. David's Day;Observance, Christian;
2018-03-01;Quinta-feira;First Day of Women's History Month;Annual Monthly Observance;
2018-03-01;Quinta-feira;First Day of Irish American Heritage Month;Annual Monthly Observance;
2018-03-02;Sexta-feira;Holi;Hindu Holiday;
2018-03-02;Sexta-feira;Read Across America Day;Observance;
2018-03-02;Sexta-feira;Employee Appreciation Day;Observance;
2018-03-03;Sábado;World Wildlife Day;United Nations observance;
2018-03-08;Quinta-feira;International Women's Day;United Nations observance;
2018-03-08;Quinta-feira;World Kidney Day;Worldwide observance de 2018;
2018-03-11;Domingo;Daylight Saving Time starts;Clock change/Daylight Saving Time;
2018-03-17;Sábado;St. Patrick's Day;Observance, Christian;
2018-03-20;Terça-feira;French Language Day;United Nations observance;
2018-03-20;Terça-feira;International Day of Happiness;United Nations observance;
2018-03-20;Terça-feira;March Equinox;Season;
2018-03-21;Quarta-feira;International Day for the Elimination of Racial Discrimination;United Nations observance;
2018-03-21;Quarta-feira;World Poetry Day;United Nations observance;
2018-03-21;Quarta-feira;International Day of Nowruz;United Nations observance;
2018-03-21;Quarta-feira;World Down Syndrome Day;United Nations observance;
2018-03-21;Quarta-feira;International Day of Forests;United Nations observance;
2018-03-22;Quinta-feira;World Water Day;United Nations observance;
2018-03-23;Sexta-feira;World Meteorological Day;United Nations observance;
2018-03-24;Sábado;World Tuberculosis Day;United Nations observance;
2018-03-24;Sábado;International Day for the Right to the Truth concerning Gross Human Rights Violations and for the Dignity of Victims;United Nations observance;
2018-03-24;Sábado;Earth Hour;Worldwide observance de 2018;
2018-03-25;Domingo;Palm Sunday;Christian;
2018-03-25;Domingo;International Day of Remembrance of Slavery Victims and the Transatlantic Slave Trade de 2018;United Nations observance;
2018-03-25;Domingo;International Day of Solidarity with Detained and Missing Staff Members;United Nations observance;
2018-03-29;Quinta-feira;Maundy Thursday;Christian;
2018-03-29;Quinta-feira;National Vietnam War Veterans Day;Observance;
2018-03-30;Sexta-feira;Passover Eve;Jewish holiday;
2018-03-30;Sexta-feira;Doctors' Day;Observance;
2018-03-31;Sábado;Holy Saturday;Christian;
2018-03-31;Sábado;Passover (first day);Jewish holiday;
2018-04-01;Domingo;April Fool's Day;Worldwide observance de 2018;
2018-04-01;Domingo;Easter Sunday;Observance, Christian;
2018-04-02;Segunda-feira;World Autism Awareness Day;United Nations observance;
2018-04-02;Segunda-feira;Easter Monday;Observance, Christian;
2018-04-04;Quarta-feira;United Nations' Mine Awareness Day;United Nations observance;
2018-04-06;Sexta-feira;Orthodox Good Friday;Orthodox;
2018-04-06;Sexta-feira;International Day of Sport for Development and Peace;United Nations observance;
2018-04-06;Sexta-feira;National Tartan Day;Observance;
2018-04-07;Sábado;Last Day of Passover;Jewish holiday;
2018-04-07;Sábado;Orthodox Holy Saturday;Orthodox;
2018-04-07;Sábado;United Nations' World Health Day;United Nations observance;
2018-04-07;Sábado;Day of Remembrance of the Victims of the Rwanda Genocide de 2018;United Nations observance;
2018-04-08;Domingo;Orthodox Easter;Orthodox;
2018-04-09;Segunda-feira;Orthodox Easter Monday;Orthodox;
2018-04-10;Terça-feira;National Library Workers' Day;Observance;
2018-04-11;Quarta-feira;Yom HaShoah;Jewish commemoration;
2018-04-12;Quinta-feira;International Day of Human Space Flight;United Nations observance;
2018-04-13;Sexta-feira;Isra and Mi'raj;Muslim;
2018-04-13;Sexta-feira;Friday the 13th;Worldwide observance de 2018;
2018-04-13;Sexta-feira;Thomas Jefferson's Birthday;Observance;
2018-04-16;Segunda-feira;Boston Marathon;Sporting event;
2018-04-17;Terça-feira;Tax Day;Observance;
2018-04-18;Quarta-feira;International Day for Monuments and Sites;Worldwide observance de 2018;
2018-04-19;Quinta-feira;Yom Ha'atzmaut;Jewish holiday;
2018-04-20;Sexta-feira;Chinese Language Day;United Nations observance;
2018-04-20;Sexta-feira;Global Youth Service Day;Worldwide observance de 2018;
2018-04-21;Sábado;World Creativity and Innovation Day;United Nations observance;
2018-04-22;Domingo;Earth Day;United Nations observance;
2018-04-23;Segunda-feira;World Book and Copyright Day;United Nations observance;
2018-04-23;Segunda-feira;English Language Day;United Nations observance;
2018-04-25;Quarta-feira;World Malaria Day;United Nations observance;
2018-04-25;Quarta-feira;Administrative Professionals Day;Observance;
2018-04-26;Quinta-feira;International Girls in ICT Day;United Nations observance;
2018-04-26;Quinta-feira;World Intellectual Property Day;United Nations observance;
2018-04-26;Quinta-feira;International Chernobyl Disaster Remembrance Day;United Nations observance;
2018-04-26;Quinta-feira;Take our Daughters and Sons to Work Day;Observance;
2018-04-28;Sábado;World Day for Safety and Health at Work;United Nations observance;
2018-04-30;Segunda-feira;International Jazz Day;United Nations observance;
2018-05-01;Terça-feira;Law Day;Observance;
2018-05-01;Terça-feira;Loyalty Day;Observance;
2018-05-01;Terça-feira;First Day of Military Appreciation Month;Annual Monthly Observance;
2018-05-01;Terça-feira;First Day of Asian Pacific American Heritage Month;Annual Monthly Observance;
2018-05-01;Terça-feira;First Day of Jewish American Heritage Month;Annual Monthly Observance;
2018-05-02;Quarta-feira;World Tuna Day;United Nations observance;
2018-05-03;Quinta-feira;Lag BaOmer;Jewish holiday;
2018-05-03;Quinta-feira;World Press Freedom Day;United Nations observance;
2018-05-03;Quinta-feira;National Day of Prayer;Observance;
2018-05-04;Sexta-feira;Kentucky Oaks;Sporting event;
2018-05-05;Sábado;Cinco de Mayo de 2018;Observance;
2018-05-05;Sábado;Kentucky Derby;Sporting event;
2018-05-05;Sábado;National Explosive Ordnance Disposal (EOD) Day;Observance;
2018-05-06;Domingo;International Family Equality Day;Worldwide observance de 2018;
2018-05-06;Domingo;National Nurses Day;Observance;
2018-05-08;Terça-feira;Time of Remembrance and Reconciliation for Those Who Lost Their Lives during the Second World War;United Nations observance;
2018-05-08;Terça-feira;World Ovarian Cancer Day;Worldwide observance de 2018;
2018-05-08;Terça-feira;World Red Cross and Red Crescent Day;Worldwide observance de 2018;
2018-05-08;Terça-feira;Victory in Europe Day;Observance;
2018-05-08;Terça-feira;National Teacher Appreciation Day;Observance;
2018-05-10;Quinta-feira;Ascension Day;Christian;
2018-05-11;Sexta-feira;Military Spouse Appreciation Day;Observance;
2018-05-12;Sábado;World Migratory Bird Day;United Nations observance;
2018-05-12;Sábado;International Nurses Day;Worldwide observance de 2018;
2018-05-13;Domingo;Mother's Day;Observance;
2018-05-15;Terça-feira;International Day of Families;United Nations observance;
2018-05-15;Terça-feira;Peace Officers Memorial Day;Observance;
2018-05-16;Quarta-feira;Ramadan Starts;Muslim;
2018-05-16;Quarta-feira;International Day of Living Together in Peace;United Nations observance;
2018-05-16;Quarta-feira;International Day of Light;United Nations observance;
2018-05-17;Quinta-feira;World Information Society Day;United Nations observance;
2018-05-18;Sexta-feira;National Defense Transportation Day;Observance;
2018-05-19;Sábado;Armed Forces Day;Observance;
2018-05-19;Sábado;Preakness Stakes;Sporting event;
2018-05-20;Domingo;Pentecost;Christian;
2018-05-20;Domingo;Shavuot;Jewish holiday;
2018-05-20;Domingo;World Bee Day;United Nations observance;
2018-05-20;Domingo;World Autoimmune Arthritis Day;Worldwide observance de 2018;
2018-05-21;Segunda-feira;Whit Monday;Christian;
2018-05-21;Segunda-feira;World Day for Cultural Diversity for Dialogue and Development;United Nations observance;
2018-05-22;Terça-feira;International Day for Biological Diversity;United Nations observance;
2018-05-22;Terça-feira;National Maritime Day;Observance;
2018-05-23;Quarta-feira;International Day to End Obstetric Fistula;United Nations observance;
2018-05-23;Quarta-feira;Emergency Medical Services for Children Day;Observance;
2018-05-25;Sexta-feira;African Liberation Day;Worldwide observance de 2018;
2018-05-25;Sexta-feira;National Missing Children's Day;Observance;
2018-05-27;Domingo;Trinity Sunday;Christian;
2018-05-28;Segunda-feira;Memorial Day;Federal Holiday de 2018;
2018-05-29;Terça-feira;International Day of United Nations Peacekeepers;United Nations observance;
2018-05-29;Terça-feira;Day of Vesak;United Nations observance;
2018-05-31;Quinta-feira;Corpus Christi;Christian;
2018-05-31;Quinta-feira;World No Tobacco Day;United Nations observance;
2018-06-01;Sexta-feira;Global Day of Parents;United Nations observance;
2018-06-01;Sexta-feira;First Day of Pride Month de 2018;Annual Monthly Observance;
2018-06-01;Sexta-feira;First Day of Caribbean-American Heritage Month;Annual Monthly Observance;
2018-06-03;Domingo;World Bicycle Day;United Nations observance;
2018-06-04;Segunda-feira;International Day of Innocent Children Victims of Aggression;United Nations observance;
2018-06-05;Terça-feira;World Environment Day;United Nations observance;
2018-06-05;Terça-feira;International Day for the Fight against Illegal, Unreported and Unregulated Fishing;United Nations observance;
2018-06-06;Quarta-feira;Day of the Russian Language;United Nations observance;
2018-06-06;Quarta-feira;D-Day;Observance;
2018-06-08;Sexta-feira;World Oceans Day;United Nations observance;
2018-06-09;Sábado;Belmont Stakes;Sporting event;
2018-06-10;Domingo;Lailat al-Qadr;Muslim;
2018-06-12;Terça-feira;World Day Against Child Labour;United Nations observance;
2018-06-12;Terça-feira;Loving Day;Observance;
2018-06-13;Quarta-feira;International Albinism Awareness Day;United Nations observance;
2018-06-14;Quinta-feira;World Blood Donor Day;United Nations observance;
2018-06-14;Quinta-feira;Army Birthday;Observance;
2018-06-14;Quinta-feira;Flag Day;Observance;
2018-06-15;Sexta-feira;World Elder Abuse Awareness Day de 2018;United Nations observance;
2018-06-16;Sábado;International Day of Family Remittances;United Nations observance;
2018-06-17;Domingo;World Day to Combat Desertification and Drought;United Nations observance;
2018-06-17;Domingo;Father's Day;Observance;
2018-06-18;Segunda-feira;Sustainable Gastronomy Day;United Nations observance;
2018-06-19;Terça-feira;International Day for the Elimination of Sexual Violence in Conflict;United Nations observance;
2018-06-19;Terça-feira;Juneteenth;Observance;
2018-06-20;Quarta-feira;World Refugee Day;United Nations observance;
2018-06-20;Quarta-feira;American Eagle Day;Observance;
2018-06-21;Quinta-feira;International Day of Yoga;United Nations observance;
2018-06-21;Quinta-feira;June Solstice;Season;
2018-06-23;Sábado;Public Service Day;United Nations observance;
2018-06-23;Sábado;International Widows' Day;United Nations observance;
2018-06-25;Segunda-feira;Day of the Seafarer;United Nations observance;
2018-06-26;Terça-feira;International Day Against Drug Abuse and Illicit Trafficking;United Nations observance;
2018-06-26;Terça-feira;International Day in Support of Victims of Torture;United Nations observance;
2018-06-27;Quarta-feira;Micro-, Small and Medium-sized Enterprises Day;United Nations observance;
2018-06-29;Sexta-feira;International Day of the Tropics;United Nations observance;
2018-06-30;Sábado;International Asteroid Day;United Nations observance;
2018-06-30;Sábado;International Day of Parliamentarism;United Nations observance;
2018-07-04;Quarta-feira;Independence Day de 2018;Federal Holiday de 2018;
2018-07-07;Sábado;International Day of Cooperatives;United Nations observance;
2018-07-11;Quarta-feira;World Population Day;United Nations observance;
2018-07-13;Sexta-feira;Friday the 13th;Worldwide observance de 2018;
2018-07-14;Sábado;Bastille Day;Observance;
2018-07-15;Domingo;World Youth Skills Day;United Nations observance;
2018-07-18;Quarta-feira;Nelson Mandela Day de 2018;United Nations observance;
2018-07-22;Domingo;Tisha B'Av;Jewish holiday;
2018-07-22;Domingo;Parents' Day;Observance;
2018-07-27;Sexta-feira;National Korean War Veterans Armistice Day;Observance;
2018-07-28;Sábado;World Hepatitis Day;United Nations observance;
2018-07-30;Segunda-feira;International Day of Friendship;United Nations observance;
2018-07-30;Segunda-feira;World Day against Trafficking in Persons;United Nations observance;
2018-08-04;Sábado;Coast Guard Birthday;Observance;
2018-08-07;Terça-feira;Purple Heart Day;Observance;
2018-08-09;Quinta-feira;International Day of the World's Indigenous People;United Nations observance;
2018-08-12;Domingo;International Youth Day;United Nations observance;
2018-08-15;Quarta-feira;Assumption of Mary;Christian;
2018-08-19;Domingo;World Humanitarian Day;United Nations observance;
2018-08-19;Domingo;National Aviation Day;Observance;
2018-08-19;Domingo;National Senior Citizens Day;Observance;
2018-08-21;Terça-feira;International Day of Remembrance of and Tribute to the Victims of Terrorism;United Nations observance;
2018-08-22;Quarta-feira;Eid al-Adha;Muslim;
2018-08-23;Quinta-feira;International Day for the Remembrance of the Slave Trade and its Abolition de 2018;United Nations observance;
2018-08-25;Sábado;Raksha Bandhan;Hindu Holiday;
2018-08-26;Domingo;Women's Equality Day;Observance;
2018-08-29;Quarta-feira;International Day against Nuclear Tests;United Nations observance;
2018-08-30;Quinta-feira;International Day of the Victims of Enforced Disappearances;United Nations observance;
2018-08-31;Sexta-feira;International Overdose Awareness Day;Worldwide observance de 2018;
2018-09-02;Domingo;Janmashtami;Hindu Holiday;
2018-09-03;Segunda-feira;Labor Day;Federal Holiday de 2018;
2018-09-04;Terça-feira;World Sexual Health Day;Worldwide observance de 2018;
2018-09-05;Quarta-feira;International Day of Charity;United Nations observance;
2018-09-07;Sexta-feira;Still's Disease Awareness Day;Worldwide observance de 2018;
2018-09-08;Sábado;International Literacy Day;United Nations observance;
2018-09-08;Sábado;Carl Garner Federal Lands Cleanup Day de 2018;Observance;
2018-09-09;Domingo;National Grandparents Day;Observance;
2018-09-10;Segunda-feira;Rosh Hashana;Jewish holiday;
2018-09-10;Segunda-feira;World Suicide Prevention Day de 2018;Worldwide observance de 2018;
2018-09-11;Terça-feira;Patriot Day;Observance;
2018-09-12;Quarta-feira;Ganesh Chaturthi;Hindu Holiday;
2018-09-12;Quarta-feira;Muharram;Muslim;
2018-09-12;Quarta-feira;International Day for South-South Cooperation;United Nations observance;
2018-09-13;Quinta-feira;International Programmers' Day;Worldwide observance de 2018;
2018-09-15;Sábado;International Day of Democracy;United Nations observance;
2018-09-15;Sábado;First Day of National Hispanic Heritage Month;Annual Monthly Observance;
2018-09-15;Sábado;National CleanUp Day;Observance;
2018-09-16;Domingo;International Day for the Preservation of the Ozone Layer;United Nations observance;
2018-09-17;Segunda-feira;Constitution Day and Citizenship Day;Observance;
2018-09-18;Terça-feira;Air Force Birthday;Observance;
2018-09-19;Quarta-feira;Yom Kippur;Jewish holiday;
2018-09-21;Sexta-feira;Ashura;Muslim;
2018-09-21;Sexta-feira;International Day of Peace;United Nations observance;
2018-09-21;Sexta-feira;National POW/MIA Recognition Day;Observance;
2018-09-22;Sábado;National Public Lands Day;Observance;
2018-09-22;Sábado;September Equinox;Season;
2018-09-23;Domingo;International Day of Sign Languages;United Nations observance;
2018-09-23;Domingo;International Celebrate Bisexuality Day;Worldwide observance de 2018;
2018-09-24;Segunda-feira;First Day of Sukkot;Jewish holiday;
2018-09-26;Quarta-feira;International Day for the Total Elimination of Nuclear Weapons;United Nations observance;
2018-09-27;Quinta-feira;World Maritime Day;United Nations observance;
2018-09-27;Quinta-feira;World Tourism Day;United Nations observance;
2018-09-28;Sexta-feira;World Rabies Day;Worldwide observance de 2018;
2018-09-29;Sábado;World Heart Day;Worldwide observance de 2018;
2018-09-30;Domingo;Last Day of Sukkot;Jewish holiday;
2018-09-30;Domingo;International Translation Day;United Nations observance;
2018-09-30;Domingo;Gold Star Mother's Day;Observance;
2018-10-01;Segunda-feira;Shmini Atzeret;Jewish holiday;
2018-10-01;Segunda-feira;International Day of Older Persons de 2018;United Nations observance;
2018-10-01;Segunda-feira;World Habitat Day;United Nations observance;
2018-10-01;Segunda-feira;World Vegetarian Day;Worldwide observance de 2018;
2018-10-01;Segunda-feira;Child Health Day;Observance;
2018-10-02;Terça-feira;Simchat Torah;Jewish holiday;
2018-10-02;Terça-feira;International Day of Non-Violence;United Nations observance;
2018-10-04;Quinta-feira;Feast of St Francis of Assisi;Christian;
2018-10-05;Sexta-feira;World Teachers' Day;United Nations observance;
2018-10-06;Sábado;World Cerebral Palsy Day;Worldwide observance de 2018;
2018-10-06;Sábado;German American Day;Observance;
2018-10-07;Domingo;Chicago Marathon;Sporting event;
2018-10-08;Segunda-feira;Columbus Day;Federal Holiday de 2018;
2018-10-09;Terça-feira;Navratri;Hindu Holiday;
2018-10-09;Terça-feira;World Post Day;United Nations observance;
2018-10-09;Terça-feira;Leif Erikson Day;Observance;
2018-10-10;Quarta-feira;International Day for Natural Disaster Reduction;United Nations observance;
2018-10-10;Quarta-feira;World Mental Health Day;United Nations observance;
2018-10-11;Quinta-feira;International Day of the Girl Child;United Nations observance;
2018-10-11;Quinta-feira;World Sight Day;Worldwide observance de 2018;
2018-10-12;Sexta-feira;World Spanish Language Day;United Nations observance;
2018-10-13;Sábado;Navy Birthday;Observance;
2018-10-15;Segunda-feira;International Day of Rural Women;United Nations observance;
2018-10-15;Segunda-feira;White Cane Safety Day;Observance;
2018-10-16;Terça-feira;World Food Day;United Nations observance;
2018-10-16;Terça-feira;Boss's Day;Observance;
2018-10-17;Quarta-feira;International Day for the Eradication of Poverty;United Nations observance;
2018-10-18;Quinta-feira;Dussehra;Hindu Holiday;
2018-10-24;Quarta-feira;United Nations Day;United Nations observance;
2018-10-24;Quarta-feira;World Development Information Day;United Nations observance;
2018-10-27;Sábado;World Day for Audiovisual Heritage;United Nations observance;
2018-10-29;Segunda-feira;World Stroke Day;Worldwide observance de 2018;
2018-10-31;Quarta-feira;World Cities Day;United Nations observance;
2018-10-31;Quarta-feira;Halloween;Observance;
2018-11-01;Quinta-feira;All Saints' Day;Christian;
2018-11-01;Quinta-feira;World Vegan Day;Worldwide observance de 2018;
2018-11-01;Quinta-feira;First Day of Native American Heritage Month;Annual Monthly Observance;
2018-11-02;Sexta-feira;All Souls' Day;Christian;
2018-11-02;Sexta-feira;International Day to End Impunity for Crimes against Journalists;United Nations observance;
2018-11-04;Domingo;New York City Marathon;Sporting event;
2018-11-04;Domingo;Daylight Saving Time ends;Clock change/Daylight Saving Time;
2018-11-05;Segunda-feira;World Tsunami Awareness Day;United Nations observance;
